No,物件種目,所在地,建物名/部屋番号,公開日,登録価格（万円）,坪単価（万円）,交通,土地面積（㎡）,土地権利,建ぺい率,容積率,用途地域,私道面積,私道持分,築年月,建物構造,物件構造,階建/階,取引態様,利回り,保証金,広告転載,条件等,登録会員,TEL,lat,lng
243,売地,袋井市小山989,-,2026/03/29,800,3.73,-,709.86,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,栄和ハウジング,0538-43-0821,34.7485811,137.8917121
244,売地,袋井市小山７２－１,-,2026/06/02,998800,8.98,バス停 小山（袋井市） 停歩3分,361.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 袋井店,0538-31-8711,34.7559236,137.8896229
245,売地,袋井市上山梨1598,-,2026/03/31,11555500,12.23,バス停 山梨 停歩7分,419.0,所有権,60,-,1種住居,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,アソシオ不動産(株),0538-48-6667,34.7885429,137.9045093
246,売地,袋井市川井1063-1,-,2026/03/31,4193,8.03,東海道本線 袋井 徒歩31分,1726.76,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,アソシオ不動産(株),0538-48-6667,34.7440194,137.9049366
247,売地,"袋井市木原442-1,450-1,450-2",-,2026/03/31,1719,3.01,東海道本線 袋井 徒歩34分,1894.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アソシオ不動産(株),0538-48-6667,34.7448375,137.9008005
248,売地,袋井市国本462-1他,-,2026/04/10,867,6,東海道本線 愛野 徒歩35分,478.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アソシオ不動産(株),0538-48-6667,34.7644654,137.957614
249,売地,袋井市国本1093-1他,-,2026/06/01,1404,6,東海道本線 愛野 徒歩33分,774.38,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,アソシオ不動産(株),0538-48-6667,34.7644654,137.957614
250,売地,袋井市国本,-,2026/05/21,2200,13.11,東海道本線 愛野 徒歩33分,604.83,所有権,60,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,更地渡し,(株)Earnest,053-544-7344,34.7644654,137.957614
251,売地,袋井市高尾1547-157,-,2026/04/02,518,2.5,東海道本線 袋井 徒歩18分,685.39,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,大河原建設(株),0547-36-2766,34.731633,137.9346434
252,売地,袋井市高尾２５４２－１,-,2026/06/02,22115500,15,バス停 睦町（静岡県） 停歩5分,474.0,所有権,60,-,2種中高,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,遠州鉄道(株) 浜松店,053-471-0202,34.7393477,137.9255306
253,売地,袋井市高尾2542番1 外3筆,-,2026/03/20,2150,15,東海道本線 袋井 徒歩12分,474.0,所有権,60,-,2種中高,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,(株)エステートカドル,053-489-5537,34.7393477,137.9255306
254,売地,袋井市徳光186-1,-,2026/05/07,742,3,東海道本線 袋井駅 徒歩51分,818.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,三愛土地開発(有),0538-43-4126,34.7588129,137.9001824
255,売地,袋井市豊沢,-,2026/03/31,440000,1.96,バス停 菩提西 停歩25分,678.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)アーガス,0537-21-7777,34.7358647,137.9438038
256,売地,袋井市豊沢1970-1,-,2026/04/23,51,12.51,-,1962.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,相談,(株)タッグ総合企画開発,046-261-5078,34.7361254,137.9436019
257,売地,袋井市延久162-10,-,2026/06/03,11338800,9.4,バス停 袋井市自主運行バス 延久公会堂 停歩9分,458.2,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,遠州トラック(株)不動産営業所,0538-42-0001,34.7626017,137.8966477
258,売地,袋井市彦島,-,2026/05/27,2800,5.63,東海道本線 御厨 徒歩34分,1645.62,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,浜松損害保険サービス(株),053-459-4180,34.727657,137.903273
259,売地,袋井市堀越1686-19,-,2026/06/03,3,-,-,338.0,所有権,60,-,無指定,-,-,-,-,-,-,売主,-,-,要確認,現況渡し,遠州トラック(株)不動産営業所,0538-42-0001,34.7707086,137.9113375
260,売地,袋井市松袋井1-1,-,2026/03/31,82,8.82,-,393.79,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,住まいる不動産(株),054-205-5454,34.7260931,137.9066725
261,売地,袋井市見取1742番1、1743番、他4筆,-,2026/03/31,750,4.73,-,525.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,(株)エスコーポレーション,0537-64-7555,34.787211,137.8648876
262,売地,袋井市村松２１６４‐２，２１６４－３,-,2026/05/11,550000,4.84,バス停 東名高速下 停歩6分,342.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 袋井店,0538-31-8711,34.765248,137.9334689
263,売地,袋井市村松586番地の2,-,2026/05/03,550,3.79,-,480.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,不動産ミック(株),0538-43-6339,34.7734578,137.9403864
264,売地,袋井市村松2508-2,-,2026/06/03,11330000,4.35,バス停 東名高速下停 停歩3分,989.0,所有権,60,-,取引態様,-,-,-,-,-,-,媒介,-,-,要確認,更地渡し,遠州トラック(株)不動産営業所,0538-42-0001,34.7758594,137.9391371
265,売地,袋井市村松,-,2026/04/22,11330000,4.35,バス停 東名高速下停 停歩3分,989.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,相談,カワイ不動産(有),053-464-8873,34.7758594,137.9391371
266,売地,袋井市山崎,-,2026/05/01,335500,1.78,バス停 三輪公会堂 停歩5分,651.32,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)アーガス,0537-21-7777,34.7121409,137.9663604
267,売地,袋井市山崎,-,2026/03/31,555500,3.08,バス停 三輪 停歩7分,591.09,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)アーガス,0537-21-7777,34.7121409,137.9663604
268,売地,袋井市山崎,-,2026/05/18,580,3.72,-,515.69,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)日成,0538-23-2850,34.7121409,137.9663604
269,売地,袋井市山崎,-,2026/05/11,11330000,2.06,-,2091.24,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,相談,(株)アーガス,0537-21-7777,34.7121409,137.9663604
270,売地,袋井市山科,-,2026/03/29,22883333,7.5,バス停 山科上 停歩3分,1249.0,所有権,60,-,工業地域,-,-,-,-,-,-,一般,-,-,転載不可,相談,(株)アーガス,0537-21-7777,34.7657689,137.9045093
271,売地,"袋井市鷲巣813-1,823-2",-,2026/05/12,445500,2.99,東東海海道道本本線線 袋袋井井 徒徒歩歩3355分,94.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,-,ドルフィンズ,054-639-5645,34.7671191,137.9292411
272,売地,袋井市鷲巣,-,2026/06/02,999900,3.82,バス停 袋井商業高校前 停歩16分,858.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,相談,(株)アーガス,0537-21-7777,34.7671191,137.9292411
273,売地,袋井市鷲巣883-1,-,2026/03/30,44550000,15.31,-,3711.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(株)エム・レップ不動産,053-401-2266,34.7641365,137.9248981
274,売地,袋井市神長15-25,-,2026/05/03,2233,14.51,-,407.99,所有権,60,-,1種住居,-,-,-,-,-,-,売主,-,-,要確認,現況渡し,しずなび(株) 浜松駅南店,053-453-3731,34.7379529,137.9397556
275,売地,袋井市大門14,-,2026/05/12,1980,16.99,東海道本線 袋井 徒歩18分,385.48,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,相談,豊和不動産(株),0538-43-1880,34.7369075,137.9372815
276,売地,袋井市浅岡771,-,2026/06/02,1100,8.64,-,421.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)日成,0538-23-2850,34.7100963,137.9156372
277,売地,袋井市浅名1038-1他1筆,-,2026/04/09,1180,8.11,-,481.0,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)日成,0538-23-2850,34.7161794,137.9354259
278,売地,袋井市浅名1026-5,-,2026/06/02,88,11.16,-,385.19,所有権,70,-,2種住居,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)日成,0538-23-2850,34.7070575,137.9330157
279,売地,袋井市浅名,-,2026/04/25,21,9.21,-,520.83,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,栄和ハウジング,0538-43-0821,34.7161794,137.9354259
280,売地,袋井市浅名590-1他,-,2026/03/09,40,10.4,-,1112.57,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)平和堂土地浜松支店,053-413-0811,34.7077606,137.9273079
281,売地,袋井市浅羽,-,2026/05/23,888800,8.38,-,347.15,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)アーガス,0537-21-7777,34.7138539,137.9240776
282,売地,袋井市浅羽,-,2026/05/26,889900,3.39,-,869.0,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,相談,(株)アーガス,0537-21-7777,34.7138539,137.9240776
283,売地,袋井市浅羽1592-1、1591-3,-,2026/06/02,950,9.11,-,80.0,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,-,(株)日成,0538-23-2850,34.7108515,137.9249026
284,売地,袋井市浅羽,-,2026/03/10,950,5.56,-,565.0,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)日成,0538-23-2850,34.7138539,137.9240776
285,売地,袋井市浅羽,-,2026/05/16,11110000,5.94,-,613.0,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)アーガス,0537-21-7777,34.7138539,137.9240776
286,売地,袋井市浅羽,-,2026/05/01,67,8.67,-,458.0,所有権,60,-,1種中高,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)日成,0538-23-2850,34.7138539,137.9240776
287,売地,袋井市浅羽字貫名地3285,-,2026/05/13,43,10.43,-,634.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,相談,豊和不動産(株),0538-43-1880,34.722684,137.931415
288,売地,袋井市浅羽3455-7,-,2026/03/25,6498,4.43,-,4857.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)Earnest,053-544-7344,34.7292008,137.9334054
289,売地,袋井市浅羽3455-7,-,2026/03/31,7000,4.77,東海道本線 袋井 徒歩23分,4857.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アソシオ不動産(株),0538-48-6667,34.7292008,137.9334054
290,売地,袋井市浅羽一色,-,2026/05/13,337700,2.11,バス停 中村交差点 停歩6分,581.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)アーガス,0537-21-7777,34.6999335,137.9131641
291,売地,袋井市梅山341-1,-,2026/05/23,550000,4.19,バス停 秋葉バスサービス／山崎 停歩28分,395.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,しずなび(株) 浜松駅南店,053-453-3731,34.6938083,137.9391371
292,売地,袋井市梅山,-,2026/05/19,19,4.19,-,395.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.6938083,137.9391371
293,売地,袋井市梅山2503-1,-,2026/04/12,600,5.58,-,355.98,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,すぎや不動産(株),0537-28-9901,34.6869223,137.9351773
294,売地,袋井市梅山33-1,-,2026/03/31,750,4.15,-,598.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,(有)浅羽土地開発,0538-23-6511,34.6938083,137.9391371
295,売地,袋井市梅山２７３５,-,2026/05/15,860,8.01,東海道本線 袋井 徒歩56分,355.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)アライブ 中東遠支店,0538-36-8851,34.6831487,137.9350394
296,売地,袋井市梅山2735,-,2026/04/23,860,8.01,-,355.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,(有)浅羽土地開発,0538-23-6511,34.6831487,137.9350394
297,売地,袋井市富里561-1,-,2026/03/31,692,2,-,1146.24,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,相談,(株)エスコーポレーション,0537-64-7555,34.6974142,137.9045093
298,売地,袋井市豊住403-1,-,2026/04/08,1180,5.89,-,663.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,不動産ミック(株),0538-43-6339,34.7016457,137.9280043
299,売地,袋井市中新田133,-,2026/05/01,800,5.98,-,442.3,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)日成,0538-23-2850,34.6761048,137.9601559
300,売地,袋井市西ケ崎,-,2026/04/16,11668800,3.46,バス停 浅羽北小学校前 停歩30分,1605.7,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)アーガス,0537-21-7777,34.6910293,137.9150189
301,売地,袋井市西同笠,-,2026/05/06,300,1.81,-,549.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,相談,(株)AFCスマイルプラス Smife浜松西支店,053-449-7111,34.6751386,137.9354259
302,売地,袋井市松原2478-1,-,2026/04/09,1900,1.72,-,3652.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)浅羽土地開発,0538-23-6511,34.6869214,137.9255306
303,売地,袋井市湊652-2,-,2026/05/29,5800,4.56,-,4212.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)浅羽土地開発,0538-23-6511,34.6807304,137.9192881
304,売地,袋井市諸井906-8,-,2026/05/18,49,9.49,バス停 停歩5分,357.59,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,相談,(株)日成,0538-23-2850,34.7257521,137.9188079
305,売地,袋井市諸井877番1,-,2026/05/21,1170,8.54,東海道本線 袋井 徒歩31分,453.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,司徳Base.(株),0537-25-7178,34.7247146,137.9167051
306,売地,袋井市諸井1376-1,-,2026/05/01,-,4,バス停 停歩6分,2738.91,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)日成,0538-23-2850,34.7219207,137.919347
307,売地,浜松市中央区恒武町552-2,-,2026/04/20,1450,14.23,-,336.95,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)不動産Labo.,0538-33-6118,34.7670189,137.8001057
308,売地,浜松市中央区鶴見町,-,2026/04/24,11445599,8,バス停 鶴見 停歩5分,603.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7105948,137.7958252
309,売地,浜松市中央区寺脇町,-,2026/05/14,1,-,-,400.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,相談,(株)AFCスマイルプラス Smife浜松西支店,053-449-7111,34.6799213,137.7477294
310,売地,浜松市中央区天王町522-2,-,2026/05/13,450,4.43,徒歩36分,335.88,所有権,-,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(株)にわとり不動産,053-569-1122,34.7365309,137.7711552
311,売地,浜松市中央区天王町467,-,2026/04/07,76,5.76,-,332.96,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)トレスト,053-459-0811,34.7394647,137.776643
312,売地,浜松市中央区天王町551,-,2026/04/02,632,5,徒歩36分,1045.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)竹林不動産,053-433-4451,34.7365309,137.7711552
313,売地,浜松市中央区天王町,-,2026/05/28,1352,6,東海道本線 天竜川 徒歩32分,745.0,所有権,-,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,更地渡し,誠和地建(株),053-474-8870,34.7365309,137.7711552
314,売地,浜松市中央区天王町1810、1811-2,-,2026/05/07,11336600,5.01,バス停 天王 停歩4分,899.0,所有権,60,-,取引態様,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)村こし,053-423-2220,34.7365309,137.7711552
315,売地,浜松市中央区天王町,-,2026/05/21,4295,35,-,405.71,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,U2JAPAN(株) 浜松店,053-401-0875,34.7365309,137.7711552
316,売地,浜松市中央区天王町734-1,-,2026/05/09,4295,35,東海道本線 天竜川 徒歩29分,405.71,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)Paddle,053-482-7733,34.7365309,137.7711552
317,売地,浜松市中央区天王町1830,-,2026/05/27,44335566,5.01,バス停 与進小 停歩5分,2880.0,所有権,60,-,-,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,上島不動産(株),053-473-5000,34.7365309,137.7711552
318,売地,浜松市中央区天王町,-,2026/05/07,24,-,-,517.18,所有権,60,-,1種住居,-,-,-,-,-,-,売主,-,-,転載不可,現況渡し,積水ハウス不動産(株) 浜松営業所,053-456-2103,34.7365309,137.7711552
319,売地,浜松市中央区天龍川町８２４－１,-,2026/05/25,1480,8.69,東海道本線 天竜川 徒歩11分,563.12,所有権,60,-,1種住居,-,-,-,-,-,-,売主,-,-,転載不可,相談,遠州鉄道(株) 買取再生グループ,053-488-8807,34.7235289,137.7794628
320,売地,浜松市中央区富塚町3780-166,-,2026/06/01,93,6.93,-,597.0,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,冨士物産(株) 浜松店,053-489-3900,34.7303292,137.6885784
321,売地,浜松市中央区富塚町1774,-,2026/03/16,79,9.79,-,456.0,所有権,30,-,1種低層,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,(有)住まいる不動産,053-437-2490,34.7232056,137.6988992
322,売地,浜松市中央区富塚町,-,2026/05/12,49,15.49,-,384.29,所有権,40,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,相談,(株)マストレ 高林支店,053-472-5656,34.7232056,137.6988992
323,売地,浜松市中央区富塚町358-8,-,2026/03/13,11990088,5,バス停 浜松聖星高校 停歩6分,1262.0,所有権,60,-,1種中高,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(株)プラス,053-478-5511,34.7160981,137.7035602
324,売地,浜松市中央区富塚町2323-3,-,2026/03/31,33886666,27,バス停 大崖下 停歩5分,473.38,所有権,30,-,1種低層,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(有)MATプランニング,053-443-9615,34.7232056,137.6988992
325,売地,浜松市中央区富塚町3009-1,-,2026/05/13,7,-,徒歩歩44分,545.41,所有権,50,-,1種低層,-,-,-,-,-,-,一般,-,-,転載可,更地渡し,ユウナンエイト(株),053-401-9723,34.7294299,137.6923928
326,売地,浜松市中央区富塚町,-,2026/05/26,4900,29.7,東海道本線 浜松 徒歩73分,545.41,所有権,50,-,1種低層,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,浜松損害保険サービス(株),053-459-4180,34.7232056,137.6988992
327,売地,浜松市中央区豊岡町294-1,-,2026/05/08,1,-,-,661.0,所有権,-,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,エヌ・ワイ・エフ(株),053-522-7207,34.7898112,137.7280104
328,売地,浜松市中央区豊岡町１０７,-,2026/05/05,33550000,4.95,バス停 染地台二丁目 停歩12分,2340.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 浜北店,053-581-1124,34.7898112,137.7280104
329,売地,浜松市中央区豊岡町413-1,-,2026/04/23,1,-,-,2424.16,所有権,-,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,エヌ・ワイ・エフ(株),053-522-7207,34.7928952,137.7283945
330,売地,浜松市中央区豊西町1059-1・1059-2,-,2026/04/27,22000000,5.81,バス停 笠井警察 停歩10分,1324.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)五興不動産開発,053-413-2625,34.759947,137.8155695
331,売地,浜松市中央区中郡町1699番,-,2026/04/08,680,3.32,徒歩18分,678.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,浜日商事(株),053-545-5488,34.772575,137.7810219
332,売地,浜松市中央区中郡町1921-1,-,2026/06/02,80,4.8,-,499.99,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,センチュリー21中央不動産浜松店,053-584-0021,34.772575,137.7810219
333,売地,浜松市中央区中郡町1921-1,-,2026/06/02,17,5.17,-,463.78,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,センチュリー21中央不動産浜松店,053-584-0021,34.772575,137.7810219
334,売地,浜松市中央区中郡町1921-1 の一部,-,2026/05/29,750,5.45,徒歩18分,455.0,所有権,60,-,-,-,-,-,-,-,-,専任,-,-,要確認,相談,(株)inst.,053-555-1321,34.772575,137.7810219
335,売地,浜松市中央区中郡町273番内、276番内,-,2026/04/23,857,7.5,徒歩15分,378.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.772575,137.7810219
336,売地,浜松市中央区中郡町1991-3,-,2026/03/31,965,8.51,徒歩19分,375.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7692382,137.7796134
337,売地,浜松市中央区中里町,-,2026/05/07,15,2.15,-,462.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,積水ハウス不動産(株) 浜松営業所,053-456-2103,34.7372952,137.797059
338,売地,浜松市中央区中里町721,-,2026/03/19,-,10,-,372.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,SMD不動産(株),053-401-4235,34.7372952,137.797059
339,売地,浜松市中央区中田島町729,-,2026/03/31,227711,1,バス停 新崎裏 停歩5分,896.0,所有権,-,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(株)プラス,053-478-5511,34.6730363,137.7399223
340,売地,浜松市中央区中田島町6-1,-,2026/05/22,50,3.5,-,798.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,SMD不動産(株),053-401-4235,34.6647823,137.7415664
341,売地,浜松市中央区中田島町,-,2026/05/12,73,9.73,-,333.05,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ,053-448-5656,34.6647823,137.7415664
342,売地,浜松市中央区中田町,-,2026/05/14,2150,7.95,徒歩20分,895.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.7364528,137.7575916
343,売地,浜松市中央区中田町284-2・284-1・283,-,2026/05/11,33446666,10,バス停 中田町 停歩6分,1146.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7364528,137.7575916
344,売地,浜松市中央区中田町288-1,-,2026/03/30,4410,10,徒歩17分,1458.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(有)オカベ,053-545-7062,34.7364528,137.7575916
345,売地,浜松市中央区中野町３２４３,-,2026/04/02,400,3.46,-,383.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(株)竹林不動産,053-433-4451,34.7375483,137.8056964
346,売地,浜松市中央区中野町2357-2,-,2026/03/23,1100,6.02,東海道本線 天竜川 徒歩35分,605.0,所有権,-,-,-,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(有)カズプランニング,053-458-3479,34.7321963,137.7966114
347,売地,浜松市中央区西伊場町,-,2026/05/07,-,45,-,461.46,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,転載不可,相談,(株)マストレ東営業所,053-462-5656,34.700781,137.7058353
348,売地,浜松市中央区西ケ崎町1021-3外1筆,-,2026/06/02,514,4.57,徒歩5分,373.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,要確認,更地渡し,(有)天商,053-436-6708,34.7747678,137.7674557
349,売地,浜松市中央区西ケ崎町1431,-,2026/03/13,553,4.15,徒歩15分,441.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(有)大西屋,053-585-3401,34.7747678,137.7674557
350,売地,浜松市中央区西ケ崎町370番内,-,2026/05/28,50,5.5,-,402.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7747678,137.7674557
351,売地,"浜松市中央区西ケ崎町437-1,438-1（C号地）",-,2026/05/08,730,6,徒歩9分,402.33,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,古田不動産(株),053-581-9801,34.7747678,137.7674557
352,売地,浜松市中央区西ケ崎町1194,-,2026/04/08,800,5.33,徒歩11分,497.0,所有権,60,-,取引態様,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,浜日商事(株),053-545-5488,34.7747678,137.7674557
353,売地,浜松市中央区西ケ崎町939-1,-,2026/04/09,816,7.01,徒歩16分,385.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)弥生不動産,053-587-0030,34.7806966,137.7660445
354,売地,浜松市中央区西ケ崎町字カミ370番一部,-,2026/04/28,885511,7,バス停 遠鉄バス「西部免許センター」 停歩6分,402.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,(株)ヤマセ不動産,053-474-2188,34.7747678,137.7674557
355,売地,浜松市中央区西ケ崎町411番1の一部,-,2026/05/14,22,8.22,-,361.97,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター湖西店,053-576-6401,34.7747678,137.7674557
356,売地,浜松市中央区西ケ崎町1311-1,-,2026/03/30,1499,9.98,徒歩11分,497.0,所有権,60,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.7747678,137.7674557
357,売地,浜松市中央区西ケ崎町７４５－１,-,2026/05/16,11771100,10.21,バス停 小松南（静岡県） 停歩13分,553.91,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,遠州鉄道(株) 浜松店,053-471-0202,34.7767324,137.7722973
358,売地,浜松市中央区西ケ崎町,-,2026/06/02,2400,4.28,徒歩14分,1858.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.7747678,137.7674557
